團體名稱,團體類型,成立日期,理事長,社團狀態,會址電話,核准立案字號,會址
台灣綠色公民行動聯盟協會,社會團體,089/06/18,林瓊華,已立案,02-2393-0500;02-2364-3506,8977406,100臺北市中正區羅斯福路2段70號8樓之3(該會於105.7.27函報內政部異動備查)
中華兩岸及東盟經濟貿易策進會,社會團體,102/09/06,劉振瑋,已立案,02-2717-7878,1020332735,105臺北市松山區105南京東路3段261號6樓C室
中華民國天真亥子道總會,社會團體,079/07/15,王榮忠,已立案,02-2533-4643,812930,231新北市新店區溪園路399號2樓
中華民國證券期貨分析協會,社會團體,073/12/17,蘇松欽,已立案,02-2368-0453,286565,100臺北市中正區羅斯福路2段100號16樓
中華國際人才培訓與發展協會,社會團體,101/12/20,王怡芳,已立案,02-27005858,1020166050,106臺北市大安區瑞安街276巷16號
中華天師道教總會,社會團體,100/04/23,張捷翔,已立案,0960-265119,1000116828,640雲林縣斗六市長林路18號
中華兩岸文創產業交流推廣協會,社會團體,106/01/13,游志龍,已立案,02-25997928,,103臺北市大同區民權西路179號13樓之1
中華人之幼協會,社會團體,105/10/29,甘士照,已立案,04-24261761、04-23501262,,407臺中市西屯區中清路2段1250巷43號
台灣南方影像學會,社會團體,097/06/28,林啟壽,已立案,06-6323458,0970115937,700臺南市中西區永福路2段35巷6號2樓(該會於106.6.29函報本部異動備查)
中華民國易經陽宅設計師協會,社會團體,088/04/24,盧崑永,已立案,04-788-1881,8881029,503彰化縣花壇鄉長春村彰員路1段190巷2號
台灣不老協會,社會團體,102/04/20,王剴鏘,已立案,02-37651123,1020189381,110臺北市信義區永吉路30巷148弄14號2樓
中華民國住宅學會,社會團體,079/12/15,彭建文,已立案,02-2938-7487,898830,116臺北市文山區116指南路2段64號政大地政系
中華民國儀隊協會,社會團體,099/07/03,高興松,已立案,02-86775823,0990150016,239新北市鶯歌區尖山埔路277號(該會於105.3.31函報內政部異動備查)
中華民國獸醫內科醫學會,社會團體,094/12/18,翁浚岳,已立案,02-27815203,0950036245,105臺北市松山區市民大道四段77號1樓
台灣區石礦製品工業同業公會,職業團體,075/08/26,王淳甫,已立案,03-8423099,,"973花蓮縣吉安鄉97356 光華村南濱路1段534號5樓"
台灣冷凍空調學會,社會團體,077/11/05,施陽正,已立案,02-27904606,0950056618,242新北市新莊區五工五路27號(該會於104.6.15函報內政部異動備查)
中華民國漁產運銷發展協會,社會團體,090/09/10,陳志芳,已立案,02-23033117#213,,108臺北市萬華區萬大路531號
中華民國晴天社會福利協會,社會團體,100/01/15,黃慧貞,已立案,03-4618007,1000029228,320桃園市中壢區吉林路68之6號2樓
中華民國疊杯運動協會,社會團體,105/11/13,林建宇,已立案,03-5832457;0936-976737,1050086216,310新竹縣竹東鎮竹中路87號2樓
中國花道傳承協會,社會團體,105/10/05,林曉真,已立案,06-2531885,,710臺南市永康區中正南路759號1樓
台灣省童軍會,社會團體,083/07/19,吳清山,已立案,02-27401336#122,0960086841,104臺北市中山區建國北路一段23巷9號3樓
台灣乾坤道教協會,社會團體,099/08/01,曾宏昌,已立案,02-26310856,0990235180,114臺北市內湖區康寧路三段222巷11號
台灣文化傳承推廣協會,社會團體,094/09/10,林峯揚,已立案,05-5354543,0940079132,640雲林縣斗六市仁愛里永樂街151號
中華民國台灣原住民族文化協會,社會團體,089/12/10,蓮准正,已立案,03-4667871,9002828,320桃園市中壢區仁德里仁美新村76號
歐尼百克攝影學會,社會團體,095/04/09,陳欽明,已立案,02-26548795,0950075284,110臺北市信義區110吳興街320巷59號
台灣醫美健康管理學會,社會團體,102/11/24,廖俊凱,已立案,02-77136899,1020367866,403臺中市西區忠明南路303號27樓
素行生命能量協會,社會團體,105/11/27,何東晧,已立案,,,407臺中市西屯區弘孝路67-2號4樓
中華民國屏東縣滿州國民中學校友會,社會團體,104/02/21,張啓恩,已立案,02-27470166,1040022516,947屏東縣滿州鄉滿州村文化路32號
中華造景園藝合作發展協會,社會團體,,郭光忠,已立案,02-27138375,,105臺北市松山區復興北路313巷30之1號7樓
中華密嚴山佛教協會,社會團體,085/08/03,鄭志雄,已立案,02-25469091,8586397,110臺北市信義區基隆路2段39巷7號1樓
中華玄京門慈善功德會,社會團體,105/12/04,楊世源,已立案,,,640雲林縣斗六市劉厝路22-2號
台灣原住民族文化推廣協會,社會團體,094/03/07,古魚嬌,已立案,02-29358015,0940060825,116臺北市文山區羅斯福路6段300號4樓
中華液壓氣動協會,社會團體,078/02/18,翁育睿,已立案,04-7862569,0910027626,503彰化縣花壇鄉中山路2段537號3樓(於104年5月28日內政部異動備查)
中華民國聽語障者關懷協會,社會團體,099/10/18,鄭易嘉,已立案,02-29900435,0990220364,242新北市新莊區化成路178巷3號
台灣教師聯盟,社會團體,089/08/20,蕭曉玲,已立案,02-23960900,8927423,100臺北市中正區青島東路5號2樓之2（會址異動經本部106年2月7日同意備查）
宏恩全人關懷協會,社會團體,104/08/30,謝耀民,已立案,033562527,1040082998,330桃園市桃園區中正路1031號
台灣兒童青少年精神醫學會,社會團體,087/11/07,高淑芬,已立案,02-25682083,21018,104臺北市中山區松江路22號9樓之3
中華寵物產業職能發展協會,社會團體,105/06/30,張御丞,已立案,02-22596775,1050053758,220新北市板橋區民生路3段297號5樓
中華展覽文化創意協會,社會團體,102/12/10,黃耀民,已立案,02-23253688#18,1030082428,106臺北市大安區敦化南路1段339號11樓
台灣流浪動物救援協會,社會團體,103/08/10,阮苓綝,已立案,02-22800119,1030302600,621嘉義縣民雄鄉西安村民溪路82號(該會於106.03.31函報內政部異動備查)
台灣大愛社會福利關懷協會,社會團體,097/07/06,王韻泉,已立案,04-3507-9928,0970116554,404臺中市北區中清路1段447號11樓之2
中華民國細胞及分子生物學學會,社會團體,078/01/13,施修明,已立案,02-26534401#801,,350苗栗縣竹南鎮科研路35號
中華民國單車推廣協會,社會團體,097/10/18,李詠嫻,已立案,02-29216866,0970177219,235新北市中和區景平路259巷50號2樓
中華民國全民養生發展協會,社會團體,092/01/12,江國聖,已立案,02-26710209,0920007184,237新北市三峽區237鳶山里中山路459巷209號
中華軍史學會,社會團體,084/01/14,苗永慶,已立案,02-8509-1089,,114臺北市內湖區大直北安路八０七號
台灣肺高壓協會,社會團體,104/04/18,王國陽,已立案,04-23592525轉3124,1040037218,407臺中市西屯區臺灣大道4段1650號
中華林產事業協會,社會團體,071/04/23,卓志隆,已立案,03-931-7676,0910005124,260宜蘭縣宜蘭市26047神農路1段1號國立宜蘭大學森林暨自然資源學系
臺灣木結構工程協會,社會團體,104/05/24,林法勤,已立案,02-27133001,1040070587,105臺北市松山區敦化北路207號4樓之11
海峽兩岸平台夢想家促進會,社會團體,104/12/24,曾淑儀,已立案,,1050011777,908屏東縣長治鄉德和村園西二路10號4樓
中華民國證券研究發展協會,社會團體,079/07/08,高福運,解散,02-2356-7298,,臺北市仁愛路一段五三號六樓
台灣儒聖文教會,社會團體,098/07/04,林至正,已立案,06-7236881,0980134343,700臺南市中西區忠義路二段185號1樓之13
中華印石藝術收藏協會,社會團體,089/05/06,郭上平,已立案,02-8953-1758,0950128260,220新北市板橋區和平路14巷16號
台灣公共職業訓練國際交流暨發展協會,社會團體,100/12/03,蔣震夷,已立案,04-2358-8426,1000253844,407臺中市西屯區407福中15街15巷41號
中華兩岸交流協會,社會團體,100/03/12,劉宗明,已立案,02-23816657,1000080556,100臺北市中正區忠孝西路一段45號8樓
中華孫子智慧養生協會,社會團體,097/08/06,孫震雄,已立案,02-25327834,0970143081,104臺北市中山區明水路375號1樓
中華民國佛教社會公益推展協會,社會團體,090/02/18,簡美月,已立案,03-4728139,9068669,326桃園市楊梅區上湖里下四湖59之3號
中華民國資訊管理研究發展協會,社會團體,089/03/26,高嘉秀,已立案,02-27955112,9028199,241新北市三重區河邊北街110巷5號
台灣公寓大廈品質管理協會,社會團體,090/04/15,李冠億,已立案,02-2768-3955轉342,9061206,105臺北市松山區105八德路4段678號9樓之1
台灣原住民郭英男音樂教育協會,社會團體,096/01/21,馬耀‧有喜格,已立案,02-27622977,0960025687,235新北市中和區景安路46號11樓
中華中西餐飲協會,社會團體,093/03/06,李機福,已立案,04-2238-2628,10A9314382,406臺中市北屯區國強街186巷16號
中華職能教育發展協會,社會團體,098/10/22,李方智,已立案,06-2136369,0980220014,701臺南市東區70150大同路二段95之2號
廟口青年論壇協會,社會團體,099/02/01,鍾秀雋,已立案,02-23568295,0990047865,臺北市寧波西街65巷4號
中國大陸兩岸台商服務聯合總會,社會團體,102/05/25,趙雙全,已立案,02-25818650,1020299381,104臺北市中山區長安東路2段36巷9號7樓之3
中華民國中醫傷科醫學會,社會團體,085/10/20,徐新政,已立案,04-2205-3366#3205,8586549,404臺中市北區學士路91號立夫教學大樓11樓
中國道家協會,社會團體,080/09/09,黃金榜,已立案,08-882-5161,8078732,944屏東縣車城鄉後灣村後灣路1-1號
國際資深公民協會中華民國總會,社會團體,068/08/08,柴之隸,已立案,02-2767-0922,,臺北市基隆路一段一五五號三樓
台灣老齡事業發展協會,社會團體,104/11/01,黃芸,已立案,02-27041839,1040091510,234新北市永和區永和路一段65巷5-1號2樓
中華如來慈善功德會,社會團體,102/03/02,曾樹星,已立案,03-3354351,1020163116,嘉義縣中埔鄉石硦村73-6號
台灣省地理師協會,社會團體,081/06/07,洪文津,已立案,04-7112872,31343,500彰化縣彰化市中興路87-6號1樓
中華民國博士學會,社會團體,078/09/30,紀俊臣,解散,02-2563-8602,,臺北市南京東路2段71號8樓
中華青年之友會,社會團體,097/11/15,陳維德,已立案,02-23713365,0980011408,100臺北市中正區10043延平南路61號10樓E室
中華更生文教關懷協會,社會團體,098/12/12,黃淯琳,已立案,07-3591797,0980235324,813高雄市左營區崇德路22號
中華民國撞球協會,社會團體,077/10/22,洪國峻,已立案,02-2771-8649,650436,臺北市敦化南路451巷13號之1
中國退職（休）新聞從業人員協會,社會團體,085/08/14,張忠倫,解散,02-2345-8686,,臺北市仁愛路四段四二０號十樓
中華民國水上救生協會,社會團體,059/11/29,鍾桐生,已立案,02-2331-9611,772385,220新北市板橋區文化路1段285巷40號2樓(106.5.25異動)
中華阿魯巴獨木舟協會,社會團體,088/02/28,張以青,解散,02-8861-2560,,111臺北市士林區通和街一段一六七巷二六號三樓
台灣鋰鐵電池產業與應用發展促進協會,社會團體,099/02/27,謝慶儀,已立案,03-3588397,0990104027,330桃園市桃園區中正路1017號3樓
中華懷恩慈善協會,社會團體,083/06/29,陳添輝,已立案,02-22159788,,231新北市新店區錦秀路11巷55號1樓
中華海峽兩岸友好交流協會,社會團體,100/02/13,賴正宏,已立案,2509-1780,1000045986,臺北市南京東路3段346之13號8樓802室
台灣導遊協會,社會團體,096/01/23,林德仁,已立案,02-25169777,0960022926,104臺北市中山區龍江路98號6樓
台灣農墾會,社會團體,086/11/03,蕭建忠,已立案,04-8742530,,511彰化縣社頭鄉511舊社村清水岩路269號(會址異動經本部104年8月25日備查)
台灣利未支派事奉協會,社會團體,100/01/01,范宗沛,已立案,02-27771977,1000036567,106臺北市大安區忠孝東路4段216巷23號B1
中華民國服飾品質促進協會,社會團體,083/07/14,李淨錦,解散,02-2773-1072,台(83)內社字第8386076號,臺北市忠孝東路四段三二九號二樓之三
中華民國金門地區發展促進協會,社會團體,089/04/02,蔡是民,解散,02-2704-8860,,臺北市安和路二段三九號十樓
中華國際青少年成長協會,社會團體,094/12/18,蔡至亨,已立案,03-4277795,0950041336,320桃園市中壢區元化路2段29巷22號3樓
中華浙江省蒼南平陽同鄉會,社會團體,103/09/24,陳克允,已立案,02-2431-9270,1030310789,200基隆市仁愛區200獅球路48巷175號
台灣兩岸美容美髮文化交流協會,社會團體,091/09/19,蘇揚修,已立案,04-22585169,0910032132,408臺中市南屯區大業路569-1號
中華民國不動產協進會,社會團體,058/02/08,林長勲,已立案,02-2713-5697,459462,105臺北市松山區105南京東路4段107號11樓之1
台灣創新科技知識管理學會,社會團體,096/08/11,陳志雄,已立案,04-23176636,0960165073,407臺中市文心路三段296-1號6樓
台中一中吉他社社友會,社會團體,096/04/21,何榮杰,解散,04-25618788,0960080747,429臺中市神岡區429社南里社南街5巷15弄17號
中華民國劍藝協會,社會團體,088/11/07,許秋德,解散,03-568-6175,,304新竹縣新豐鄉瑞興村二鄰三四之十四號
台灣國際族群文化公益協會,社會團體,096/08/10,曾心怡,已立案,08-7993165,0960143536,903屏東縣瑪家鄉三和村15-1號
中華民國自動控制學會,社會團體,080/12/19,宋開泰,已立案,03-5731865,8170880,30010新竹市大學路1001號國立交通大學電機系
台灣黑龍江協會,社會團體,099/08/14,黃崑原,已立案,02-27600865,0990175671,110臺北市信義區110松山路130號9樓
臺灣省不動產開發商業同業公會聯合會,職業團體,080/05/10,楊玉全,已立案,,,新竹市公道五路2段415號9樓
台灣美食文化交流協會,社會團體,100/01/22,陳秋宏,已立案,0986-665250,1000049189,420臺中市豐原區中興路33巷17號
臺灣基督教萬民關懷協會,社會團體,097/01/29,方薇薇,已立案,02-23689419,0970049600,106臺北市大安區106羅斯福路三段245號12樓之1
台灣觀賞鳥協會,社會團體,100/11/20,黃登科,已立案,07-7639178,1010069159,830高雄市鳳山區五甲一路516號
中華民國軍警院校七十四年班同學會,社會團體,101/12/15,黃紹天,已立案,03-4823833,1020072463,326桃園市楊梅區中興路90號6樓
臺灣肌能系貼紮學會,社會團體,105/02/16,鄭悅承,已立案,02-27035353,1050013343,106臺北市大安區仁愛路4段122巷63號5樓之4
